"Kvinder";"2024";"dest";"orig";"0...5";"0...6";"0...7";"0...8";"0...9";"0...10";"0...11";"0...12";"0...13";"0...14"
"Kvinder";2024;"Til Halsnæs";"Fra Fredensborg";0;0;0;0;0;0;0;1;0;0
"Kvinder";2024;"Til Halsnæs";"Fra Frederikssund";2;4;2;2;2;2;0;1;2;0
"Kvinder";2024;"Til Halsnæs";"Fra Furesø";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Halsnæs";"Fra Gribskov";5;3;1;5;1;1;2;2;0;0
"Kvinder";2024;"Til Halsnæs";"Fra Halsnæs";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Halsnæs";"Fra Helsingør";1;0;0;2;0;1;0;0;1;1
"Kvinder";2024;"Til Halsnæs";"Fra Hillerød";6;1;2;5;5;5;4;4;5;0
"Kvinder";2024;"Til Halsnæs";"Fra Hørsholm";0;0;0;0;1;0;0;0;1;0
"Kvinder";2024;"Til Halsnæs";"Fra Rudersdal";0;0;1;0;0;0;1;0;0;0
"Kvinder";2024;"Til Halsnæs";"Fra Bornholm";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Halsnæs";"Fra Christiansø";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Halsnæs";"Fra Greve";0;1;0;1;0;0;0;0;0;0
"Kvinder";2024;"Til Halsnæs";"Fra Køge";0;0;0;0;0;0;0;0;1;0
"Kvinder";2024;"Til Halsnæs";"Fra Lejre";1;1;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Halsnæs";"Fra Roskilde";0;0;0;1;1;1;1;0;1;0
"Kvinder";2024;"Til Halsnæs";"Fra Solrød";0;0;0;0;0;0;0;1;0;0
"Kvinder";2024;"Til Halsnæs";"Fra Faxe";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Halsnæs";"Fra Guldborgsund";0;0;0;0;1;0;0;1;0;0
"Kvinder";2024;"Til Halsnæs";"Fra Holbæk";0;0;1;0;2;0;1;0;0;0
"Kvinder";2024;"Til Halsnæs";"Fra Kalundborg";1;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Halsnæs";"Fra Lolland";0;0;0;0;1;0;0;0;1;0
"Kvinder";2024;"Til Halsnæs";"Fra Næstved";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Halsnæs";"Fra Odsherred";0;0;0;0;0;1;1;0;1;0
"Kvinder";2024;"Til Halsnæs";"Fra Ringsted";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Halsnæs";"Fra Slagelse";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Halsnæs";"Fra Sorø";0;0;1;0;0;0;0;0;0;0
"Kvinder";2024;"Til Halsnæs";"Fra Stevns";0;0;0;0;0;0;0;0;0;1
"Kvinder";2024;"Til Halsnæs";"Fra Vordingborg";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Halsnæs";"Fra Assens";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Halsnæs";"Fra Faaborg-Midtfyn";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Halsnæs";"Fra Kerteminde";0;0;1;0;0;0;0;0;0;0
"Kvinder";2024;"Til Halsnæs";"Fra Langeland";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Halsnæs";"Fra Middelfart";0;0;1;0;0;0;0;0;0;0
"Kvinder";2024;"Til Halsnæs";"Fra Nordfyns";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Halsnæs";"Fra Nyborg";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Halsnæs";"Fra Odense";1;2;2;1;1;0;0;1;0;0
"Kvinder";2024;"Til Halsnæs";"Fra Svendborg";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Halsnæs";"Fra Ærø";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Halsnæs";"Fra Billund";0;0;0;0;0;0;0;0;1;0
"Kvinder";2024;"Til Halsnæs";"Fra Esbjerg";0;0;0;1;0;0;0;0;0;0
"Kvinder";2024;"Til Halsnæs";"Fra Fanø";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Halsnæs";"Fra Fredericia";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Halsnæs";"Fra Haderslev";0;0;0;1;0;0;0;0;0;0
"Kvinder";2024;"Til Halsnæs";"Fra Kolding";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Halsnæs";"Fra Sønderborg";0;0;0;0;0;0;0;1;0;0
"Kvinder";2024;"Til Halsnæs";"Fra Tønder";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Halsnæs";"Fra Varde";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Halsnæs";"Fra Vejen";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Halsnæs";"Fra Vejle";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Halsnæs";"Fra Aabenraa";0;0;0;0;0;1;0;0;0;0
"Kvinder";2024;"Til Halsnæs";"Fra Favrskov";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Halsnæs";"Fra Hedensted";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Halsnæs";"Fra Horsens";0;0;0;0;1;0;0;0;0;0
"Kvinder";2024;"Til Halsnæs";"Fra Norddjurs";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Halsnæs";"Fra Odder";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Halsnæs";"Fra Randers";0;0;0;0;0;0;0;1;0;0
"Kvinder";2024;"Til Halsnæs";"Fra Samsø";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Halsnæs";"Fra Silkeborg";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Halsnæs";"Fra Skanderborg";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Halsnæs";"Fra Syddjurs";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Halsnæs";"Fra Aarhus";2;0;0;1;0;0;0;0;0;0
"Kvinder";2024;"Til Halsnæs";"Fra Herning";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Halsnæs";"Fra Holstebro";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Halsnæs";"Fra Ikast-Brande";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Halsnæs";"Fra Lemvig";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Halsnæs";"Fra Ringkøbing-Skjern";1;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Halsnæs";"Fra Skive";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Halsnæs";"Fra Struer";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Halsnæs";"Fra Viborg";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Halsnæs";"Fra Brønderslev";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Halsnæs";"Fra Frederikshavn";1;0;0;1;0;0;0;0;0;0
"Kvinder";2024;"Til Halsnæs";"Fra Hjørring";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Halsnæs";"Fra Jammerbugt";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Halsnæs";"Fra Læsø";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Halsnæs";"Fra Mariagerfjord";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Halsnæs";"Fra Morsø";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Halsnæs";"Fra Rebild";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Halsnæs";"Fra Thisted";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Halsnæs";"Fra Vesthimmerlands";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Halsnæs";"Fra Aalborg";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Helsingør";"Fra København";8;9;8;18;12;20;13;25;9;21
"Kvinder";2024;"Til Helsingør";"Fra Frederiksberg";2;3;2;0;1;1;3;1;4;2
"Kvinder";2024;"Til Helsingør";"Fra Dragør";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Helsingør";"Fra Tårnby";0;0;0;0;0;1;1;0;0;0
"Kvinder";2024;"Til Helsingør";"Fra Albertslund";0;1;1;1;0;0;0;0;0;0
"Kvinder";2024;"Til Helsingør";"Fra Ballerup";1;0;2;1;0;1;0;1;1;0
"Kvinder";2024;"Til Helsingør";"Fra Brøndby";0;0;0;0;0;1;1;0;0;0
"Kvinder";2024;"Til Helsingør";"Fra Gentofte";1;0;0;2;0;1;1;0;0;2
"Kvinder";2024;"Til Helsingør";"Fra Gladsaxe";0;0;3;2;1;1;2;0;0;0
"Kvinder";2024;"Til Helsingør";"Fra Glostrup";0;0;0;1;1;0;0;0;1;0
"Kvinder";2024;"Til Helsingør";"Fra Herlev";0;0;0;2;1;0;0;0;0;0
"Kvinder";2024;"Til Helsingør";"Fra Hvidovre";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Helsingør";"Fra Høje-Taastrup";0;2;0;1;0;0;1;1;0;0
"Kvinder";2024;"Til Helsingør";"Fra Ishøj";0;0;0;0;1;0;1;0;0;0
"Kvinder";2024;"Til Helsingør";"Fra Lyngby-Taarbæk";0;0;1;2;4;1;0;1;1;1
"Kvinder";2024;"Til Helsingør";"Fra Rødovre";1;0;0;0;0;0;2;0;1;0
"Kvinder";2024;"Til Helsingør";"Fra Vallensbæk";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Helsingør";"Fra Allerød";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Helsingør";"Fra Egedal";0;0;0;0;0;1;0;0;0;0
"Kvinder";2024;"Til Helsingør";"Fra Fredensborg";6;6;6;2;8;2;7;5;2;6
"Kvinder";2024;"Til Helsingør";"Fra Frederikssund";0;0;0;0;0;1;1;0;0;1
"Kvinder";2024;"Til Helsingør";"Fra Furesø";0;0;2;0;0;0;0;1;0;2
"Kvinder";2024;"Til Helsingør";"Fra Gribskov";4;3;2;1;2;1;1;1;3;5
"Kvinder";2024;"Til Helsingør";"Fra Halsnæs";1;0;0;1;2;0;1;1;0;0
"Kvinder";2024;"Til Helsingør";"Fra Helsingør";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Helsingør";"Fra Hillerød";6;5;2;4;3;4;2;3;2;4
"Kvinder";2024;"Til Helsingør";"Fra Hørsholm";2;2;2;1;0;1;0;1;0;1
"Kvinder";2024;"Til Helsingør";"Fra Rudersdal";0;1;1;1;1;1;0;1;1;1
"Kvinder";2024;"Til Helsingør";"Fra Bornholm";0;0;0;0;1;0;0;0;0;0
"Kvinder";2024;"Til Helsingør";"Fra Christiansø";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Helsingør";"Fra Greve";0;0;0;0;0;1;0;0;0;1
"Kvinder";2024;"Til Helsingør";"Fra Køge";0;0;0;0;1;0;0;0;0;0
"Kvinder";2024;"Til Helsingør";"Fra Lejre";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Helsingør";"Fra Roskilde";0;0;0;1;1;0;0;1;0;0
"Kvinder";2024;"Til Helsingør";"Fra Solrød";0;0;2;0;0;0;0;0;0;0
"Kvinder";2024;"Til Helsingør";"Fra Faxe";0;0;0;0;0;0;0;0;2;1
"Kvinder";2024;"Til Helsingør";"Fra Guldborgsund";0;1;0;1;0;3;0;0;0;0
"Kvinder";2024;"Til Helsingør";"Fra Holbæk";0;1;0;0;0;1;1;0;0;0
"Kvinder";2024;"Til Helsingør";"Fra Kalundborg";0;0;0;0;0;0;1;0;0;0
"Kvinder";2024;"Til Helsingør";"Fra Lolland";0;0;0;0;0;0;0;0;0;1
"Kvinder";2024;"Til Helsingør";"Fra Næstved";0;0;0;1;0;0;0;0;0;0
"Kvinder";2024;"Til Helsingør";"Fra Odsherred";1;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Helsingør";"Fra Ringsted";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Helsingør";"Fra Slagelse";0;0;0;0;0;0;0;1;0;0
"Kvinder";2024;"Til Helsingør";"Fra Sorø";0;0;0;0;1;0;0;0;0;1
"Kvinder";2024;"Til Helsingør";"Fra Stevns";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Helsingør";"Fra Vordingborg";0;0;0;0;0;0;0;1;0;0
"Kvinder";2024;"Til Helsingør";"Fra Assens";0;0;0;0;0;1;0;0;0;0
"Kvinder";2024;"Til Helsingør";"Fra Faaborg-Midtfyn";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Helsingør";"Fra Kerteminde";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Helsingør";"Fra Langeland";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Helsingør";"Fra Middelfart";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Helsingør";"Fra Nordfyns";0;0;1;0;0;0;0;0;0;0
"Kvinder";2024;"Til Helsingør";"Fra Nyborg";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Helsingør";"Fra Odense";1;0;1;1;1;1;0;1;0;1
"Kvinder";2024;"Til Helsingør";"Fra Svendborg";0;1;1;0;0;1;0;0;0;0
"Kvinder";2024;"Til Helsingør";"Fra Ærø";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Helsingør";"Fra Billund";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Helsingør";"Fra Esbjerg";0;1;0;1;0;0;0;0;0;0
"Kvinder";2024;"Til Helsingør";"Fra Fanø";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Helsingør";"Fra Fredericia";0;0;0;0;0;0;0;1;0;0
"Kvinder";2024;"Til Helsingør";"Fra Haderslev";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Helsingør";"Fra Kolding";0;1;0;0;0;1;0;0;0;0
"Kvinder";2024;"Til Helsingør";"Fra Sønderborg";0;0;0;0;0;0;1;0;0;0
"Kvinder";2024;"Til Helsingør";"Fra Tønder";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Helsingør";"Fra Varde";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Helsingør";"Fra Vejen";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Helsingør";"Fra Vejle";0;0;1;0;0;0;0;0;0;0
"Kvinder";2024;"Til Helsingør";"Fra Aabenraa";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Helsingør";"Fra Favrskov";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Helsingør";"Fra Hedensted";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Helsingør";"Fra Horsens";1;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Helsingør";"Fra Norddjurs";0;0;0;1;0;0;0;0;0;0
"Kvinder";2024;"Til Helsingør";"Fra Odder";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Helsingør";"Fra Randers";1;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Helsingør";"Fra Samsø";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Helsingør";"Fra Silkeborg";0;1;0;0;0;1;0;0;1;0
"Kvinder";2024;"Til Helsingør";"Fra Skanderborg";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Helsingør";"Fra Syddjurs";0;0;0;0;0;0;1;0;1;0
"Kvinder";2024;"Til Helsingør";"Fra Aarhus";0;2;3;1;0;2;3;0;1;0
"Kvinder";2024;"Til Helsingør";"Fra Herning";0;0;0;1;0;0;0;0;0;0
"Kvinder";2024;"Til Helsingør";"Fra Holstebro";0;0;0;0;0;1;0;0;0;0
"Kvinder";2024;"Til Helsingør";"Fra Ikast-Brande";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Helsingør";"Fra Lemvig";0;0;0;0;0;0;1;0;0;0
"Kvinder";2024;"Til Helsingør";"Fra Ringkøbing-Skjern";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Helsingør";"Fra Skive";0;1;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Helsingør";"Fra Struer";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Helsingør";"Fra Viborg";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Helsingør";"Fra Brønderslev";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Helsingør";"Fra Frederikshavn";0;0;1;0;0;0;0;0;0;0
"Kvinder";2024;"Til Helsingør";"Fra Hjørring";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Helsingør";"Fra Jammerbugt";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Helsingør";"Fra Læsø";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Helsingør";"Fra Mariagerfjord";0;0;0;0;1;0;0;0;0;0
"Kvinder";2024;"Til Helsingør";"Fra Morsø";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Helsingør";"Fra Rebild";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Helsingør";"Fra Thisted";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Helsingør";"Fra Vesthimmerlands";0;0;0;0;0;0;1;0;0;0
"Kvinder";2024;"Til Helsingør";"Fra Aalborg";0;1;1;1;0;3;0;1;0;0
"Kvinder";2024;"Til Hillerød";"Fra København";12;9;13;21;17;17;21;19;17;19
"Kvinder";2024;"Til Hillerød";"Fra Frederiksberg";0;0;1;1;0;1;2;1;1;1
"Kvinder";2024;"Til Hillerød";"Fra Dragør";0;1;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Hillerød";"Fra Tårnby";0;0;0;1;0;0;0;1;0;0
"Kvinder";2024;"Til Hillerød";"Fra Albertslund";0;1;3;0;0;0;0;2;0;0
"Kvinder";2024;"Til Hillerød";"Fra Ballerup";1;3;1;1;0;2;3;1;1;0
"Kvinder";2024;"Til Hillerød";"Fra Brøndby";0;0;0;1;0;0;0;1;0;0
"Kvinder";2024;"Til Hillerød";"Fra Gentofte";1;2;1;0;3;2;0;0;1;2
"Kvinder";2024;"Til Hillerød";"Fra Gladsaxe";2;0;1;2;2;2;3;2;0;1
"Kvinder";2024;"Til Hillerød";"Fra Glostrup";0;0;2;0;0;0;0;0;1;0
"Kvinder";2024;"Til Hillerød";"Fra Herlev";1;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Hillerød";"Fra Hvidovre";0;0;0;1;1;0;1;2;0;1
"Kvinder";2024;"Til Hillerød";"Fra Høje-Taastrup";1;0;2;1;1;0;0;1;1;0
"Kvinder";2024;"Til Hillerød";"Fra Ishøj";0;0;0;1;0;0;1;0;0;0
"Kvinder";2024;"Til Hillerød";"Fra Lyngby-Taarbæk";0;2;2;0;6;5;4;3;3;2
"Kvinder";2024;"Til Hillerød";"Fra Rødovre";1;0;0;0;2;1;1;1;1;0
"Kvinder";2024;"Til Hillerød";"Fra Vallensbæk";0;0;1;0;1;1;1;0;0;0
"Kvinder";2024;"Til Hillerød";"Fra Allerød";1;1;1;1;1;2;1;2;1;1
"Kvinder";2024;"Til Hillerød";"Fra Egedal";2;1;3;0;0;0;0;1;1;0
"Kvinder";2024;"Til Hillerød";"Fra Fredensborg";2;5;4;1;3;1;1;1;1;2
"Kvinder";2024;"Til Hillerød";"Fra Frederikssund";2;5;3;2;5;1;4;3;0;1
"Kvinder";2024;"Til Hillerød";"Fra Furesø";2;2;1;0;0;0;0;2;2;1
"Kvinder";2024;"Til Hillerød";"Fra Gribskov";11;12;8;9;3;3;12;2;1;1
"Kvinder";2024;"Til Hillerød";"Fra Halsnæs";2;5;4;6;4;3;7;1;0;2
"Kvinder";2024;"Til Hillerød";"Fra Helsingør";3;4;7;5;2;2;0;2;0;1
"Kvinder";2024;"Til Hillerød";"Fra Hillerød";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Hillerød";"Fra Hørsholm";1;0;0;0;2;0;1;0;2;1
"Kvinder";2024;"Til Hillerød";"Fra Rudersdal";1;3;3;2;4;3;2;3;5;2
"Kvinder";2024;"Til Hillerød";"Fra Bornholm";0;0;1;0;0;0;0;0;0;0
"Kvinder";2024;"Til Hillerød";"Fra Christiansø";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Hillerød";"Fra Greve";3;0;1;1;1;1;0;1;0;0
"Kvinder";2024;"Til Hillerød";"Fra Køge";0;0;0;0;0;0;0;0;1;0
"Kvinder";2024;"Til Hillerød";"Fra Lejre";0;0;0;0;1;0;0;0;0;0
"Kvinder";2024;"Til Hillerød";"Fra Roskilde";5;1;0;0;1;1;2;0;0;2
"Kvinder";2024;"Til Hillerød";"Fra Solrød";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Hillerød";"Fra Faxe";0;1;0;0;0;0;0;0;0;1
"Kvinder";2024;"Til Hillerød";"Fra Guldborgsund";0;1;0;1;0;0;1;0;0;0
"Kvinder";2024;"Til Hillerød";"Fra Holbæk";0;3;0;0;0;0;2;1;0;0
"Kvinder";2024;"Til Hillerød";"Fra Kalundborg";0;0;2;1;0;1;0;2;0;0
"Kvinder";2024;"Til Hillerød";"Fra Lolland";0;0;0;0;0;0;0;0;0;1
"Kvinder";2024;"Til Hillerød";"Fra Næstved";0;0;1;0;0;0;0;0;0;0
"Kvinder";2024;"Til Hillerød";"Fra Odsherred";0;0;0;0;0;0;0;1;0;0
"Kvinder";2024;"Til Hillerød";"Fra Ringsted";0;1;0;0;0;0;0;0;0;1
"Kvinder";2024;"Til Hillerød";"Fra Slagelse";0;0;0;1;1;0;1;2;0;0
"Kvinder";2024;"Til Hillerød";"Fra Sorø";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Hillerød";"Fra Stevns";0;0;0;0;0;1;0;0;0;0
"Kvinder";2024;"Til Hillerød";"Fra Vordingborg";1;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Hillerød";"Fra Assens";1;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Hillerød";"Fra Faaborg-Midtfyn";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Hillerød";"Fra Kerteminde";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Hillerød";"Fra Langeland";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Hillerød";"Fra Middelfart";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Hillerød";"Fra Nordfyns";0;0;0;0;0;0;1;0;0;0
"Kvinder";2024;"Til Hillerød";"Fra Nyborg";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Hillerød";"Fra Odense";0;2;1;0;4;3;0;0;1;2
"Kvinder";2024;"Til Hillerød";"Fra Svendborg";0;0;0;0;0;1;0;0;0;1
"Kvinder";2024;"Til Hillerød";"Fra Ærø";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Hillerød";"Fra Billund";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Hillerød";"Fra Esbjerg";0;0;0;1;0;0;1;1;0;0
"Kvinder";2024;"Til Hillerød";"Fra Fanø";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Hillerød";"Fra Fredericia";1;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Hillerød";"Fra Haderslev";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Hillerød";"Fra Kolding";0;0;0;1;1;2;2;0;1;0
"Kvinder";2024;"Til Hillerød";"Fra Sønderborg";0;0;0;0;0;1;0;0;0;0
"Kvinder";2024;"Til Hillerød";"Fra Tønder";1;0;0;0;0;1;1;0;0;0
"Kvinder";2024;"Til Hillerød";"Fra Varde";0;0;0;0;1;0;0;0;0;0
"Kvinder";2024;"Til Hillerød";"Fra Vejen";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Hillerød";"Fra Vejle";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Hillerød";"Fra Aabenraa";1;2;1;0;0;0;0;0;0;0
"Kvinder";2024;"Til Hillerød";"Fra Favrskov";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Hillerød";"Fra Hedensted";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Hillerød";"Fra Horsens";1;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Hillerød";"Fra Norddjurs";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Hillerød";"Fra Odder";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Hillerød";"Fra Randers";0;1;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Hillerød";"Fra Samsø";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Hillerød";"Fra Silkeborg";1;0;1;0;0;1;0;0;0;0
"Kvinder";2024;"Til Hillerød";"Fra Skanderborg";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Hillerød";"Fra Syddjurs";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Hillerød";"Fra Aarhus";1;0;0;1;0;1;1;1;3;1
"Kvinder";2024;"Til Hillerød";"Fra Herning";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Hillerød";"Fra Holstebro";0;1;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Hillerød";"Fra Ikast-Brande";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Hillerød";"Fra Lemvig";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Hillerød";"Fra Ringkøbing-Skjern";0;0;1;0;0;0;0;0;0;0
"Kvinder";2024;"Til Hillerød";"Fra Skive";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Hillerød";"Fra Struer";0;0;0;0;1;0;0;0;0;0
"Kvinder";2024;"Til Hillerød";"Fra Viborg";0;0;0;0;1;0;0;0;0;0
"Kvinder";2024;"Til Hillerød";"Fra Brønderslev";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Hillerød";"Fra Frederikshavn";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Hillerød";"Fra Hjørring";0;0;0;1;0;0;0;0;0;0
"Kvinder";2024;"Til Hillerød";"Fra Jammerbugt";0;1;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Hillerød";"Fra Læsø";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Hillerød";"Fra Mariagerfjord";0;0;1;0;0;0;0;0;0;0
"Kvinder";2024;"Til Hillerød";"Fra Morsø";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Hillerød";"Fra Rebild";1;1;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Hillerød";"Fra Thisted";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Hillerød";"Fra Vesthimmerlands";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Hillerød";"Fra Aalborg";1;0;0;0;3;2;2;0;0;0
"Kvinder";2024;"Til Hørsholm";"Fra København";3;6;4;10;8;8;8;4;3;8
"Kvinder";2024;"Til Hørsholm";"Fra Frederiksberg";1;1;1;2;1;0;0;0;1;3
"Kvinder";2024;"Til Hørsholm";"Fra Dragør";0;0;0;0;0;0;0;0;0;0
"Kvinder";2024;"Til Hørsholm";"Fra Tårnby";0;0;0;0;0;0;0;0;0;0
