"Mænd";"2024";"dest";"orig";"0...5";"0...6";"0...7";"0...8";"0...9";"0...10";"0...11";"0...12";"0...13";"0...14"
"Mænd";2024;"Til Hillerød";"Fra Lolland";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hillerød";"Fra Næstved";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hillerød";"Fra Odsherred";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hillerød";"Fra Ringsted";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hillerød";"Fra Slagelse";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hillerød";"Fra Sorø";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hillerød";"Fra Stevns";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hillerød";"Fra Vordingborg";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hillerød";"Fra Assens";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hillerød";"Fra Faaborg-Midtfyn";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hillerød";"Fra Kerteminde";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hillerød";"Fra Langeland";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hillerød";"Fra Middelfart";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hillerød";"Fra Nordfyns";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hillerød";"Fra Nyborg";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hillerød";"Fra Odense";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hillerød";"Fra Svendborg";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hillerød";"Fra Ærø";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hillerød";"Fra Billund";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hillerød";"Fra Esbjerg";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hillerød";"Fra Fanø";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hillerød";"Fra Fredericia";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hillerød";"Fra Haderslev";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hillerød";"Fra Kolding";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hillerød";"Fra Sønderborg";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hillerød";"Fra Tønder";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hillerød";"Fra Varde";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hillerød";"Fra Vejen";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hillerød";"Fra Vejle";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hillerød";"Fra Aabenraa";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hillerød";"Fra Favrskov";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hillerød";"Fra Hedensted";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hillerød";"Fra Horsens";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hillerød";"Fra Norddjurs";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hillerød";"Fra Odder";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hillerød";"Fra Randers";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hillerød";"Fra Samsø";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hillerød";"Fra Silkeborg";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hillerød";"Fra Skanderborg";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hillerød";"Fra Syddjurs";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hillerød";"Fra Aarhus";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hillerød";"Fra Herning";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hillerød";"Fra Holstebro";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hillerød";"Fra Ikast-Brande";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hillerød";"Fra Lemvig";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hillerød";"Fra Ringkøbing-Skjern";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hillerød";"Fra Skive";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hillerød";"Fra Struer";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hillerød";"Fra Viborg";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hillerød";"Fra Brønderslev";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hillerød";"Fra Frederikshavn";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hillerød";"Fra Hjørring";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hillerød";"Fra Jammerbugt";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hillerød";"Fra Læsø";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hillerød";"Fra Mariagerfjord";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hillerød";"Fra Morsø";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hillerød";"Fra Rebild";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hillerød";"Fra Thisted";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hillerød";"Fra Vesthimmerlands";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hillerød";"Fra Aalborg";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hørsholm";"Fra København";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hørsholm";"Fra Frederiksberg";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hørsholm";"Fra Dragør";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hørsholm";"Fra Tårnby";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hørsholm";"Fra Albertslund";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hørsholm";"Fra Ballerup";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hørsholm";"Fra Brøndby";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hørsholm";"Fra Gentofte";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hørsholm";"Fra Gladsaxe";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hørsholm";"Fra Glostrup";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hørsholm";"Fra Herlev";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hørsholm";"Fra Hvidovre";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hørsholm";"Fra Høje-Taastrup";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hørsholm";"Fra Ishøj";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hørsholm";"Fra Lyngby-Taarbæk";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hørsholm";"Fra Rødovre";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hørsholm";"Fra Vallensbæk";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hørsholm";"Fra Allerød";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hørsholm";"Fra Egedal";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hørsholm";"Fra Fredensborg";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hørsholm";"Fra Frederikssund";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hørsholm";"Fra Furesø";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hørsholm";"Fra Gribskov";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hørsholm";"Fra Halsnæs";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hørsholm";"Fra Helsingør";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hørsholm";"Fra Hillerød";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hørsholm";"Fra Hørsholm";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hørsholm";"Fra Rudersdal";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hørsholm";"Fra Bornholm";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hørsholm";"Fra Christiansø";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hørsholm";"Fra Greve";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hørsholm";"Fra Køge";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hørsholm";"Fra Lejre";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hørsholm";"Fra Roskilde";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hørsholm";"Fra Solrød";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hørsholm";"Fra Faxe";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hørsholm";"Fra Guldborgsund";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hørsholm";"Fra Holbæk";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hørsholm";"Fra Kalundborg";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hørsholm";"Fra Lolland";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hørsholm";"Fra Næstved";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hørsholm";"Fra Odsherred";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hørsholm";"Fra Ringsted";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hørsholm";"Fra Slagelse";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hørsholm";"Fra Sorø";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hørsholm";"Fra Stevns";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hørsholm";"Fra Vordingborg";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hørsholm";"Fra Assens";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hørsholm";"Fra Faaborg-Midtfyn";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hørsholm";"Fra Kerteminde";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hørsholm";"Fra Langeland";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hørsholm";"Fra Middelfart";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hørsholm";"Fra Nordfyns";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hørsholm";"Fra Nyborg";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hørsholm";"Fra Odense";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hørsholm";"Fra Svendborg";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hørsholm";"Fra Ærø";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hørsholm";"Fra Billund";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hørsholm";"Fra Esbjerg";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hørsholm";"Fra Fanø";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hørsholm";"Fra Fredericia";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hørsholm";"Fra Haderslev";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hørsholm";"Fra Kolding";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hørsholm";"Fra Sønderborg";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hørsholm";"Fra Tønder";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hørsholm";"Fra Varde";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hørsholm";"Fra Vejen";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hørsholm";"Fra Vejle";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hørsholm";"Fra Aabenraa";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hørsholm";"Fra Favrskov";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hørsholm";"Fra Hedensted";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hørsholm";"Fra Horsens";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hørsholm";"Fra Norddjurs";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hørsholm";"Fra Odder";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hørsholm";"Fra Randers";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hørsholm";"Fra Samsø";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hørsholm";"Fra Silkeborg";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hørsholm";"Fra Skanderborg";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hørsholm";"Fra Syddjurs";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hørsholm";"Fra Aarhus";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hørsholm";"Fra Herning";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hørsholm";"Fra Holstebro";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hørsholm";"Fra Ikast-Brande";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hørsholm";"Fra Lemvig";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hørsholm";"Fra Ringkøbing-Skjern";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hørsholm";"Fra Skive";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hørsholm";"Fra Struer";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hørsholm";"Fra Viborg";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hørsholm";"Fra Brønderslev";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hørsholm";"Fra Frederikshavn";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hørsholm";"Fra Hjørring";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hørsholm";"Fra Jammerbugt";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hørsholm";"Fra Læsø";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hørsholm";"Fra Mariagerfjord";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hørsholm";"Fra Morsø";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hørsholm";"Fra Rebild";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hørsholm";"Fra Thisted";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hørsholm";"Fra Vesthimmerlands";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Hørsholm";"Fra Aalborg";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Rudersdal";"Fra København";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Rudersdal";"Fra Frederiksberg";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Rudersdal";"Fra Dragør";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Rudersdal";"Fra Tårnby";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Rudersdal";"Fra Albertslund";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Rudersdal";"Fra Ballerup";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Rudersdal";"Fra Brøndby";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Rudersdal";"Fra Gentofte";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Rudersdal";"Fra Gladsaxe";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Rudersdal";"Fra Glostrup";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Rudersdal";"Fra Herlev";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Rudersdal";"Fra Hvidovre";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Rudersdal";"Fra Høje-Taastrup";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Rudersdal";"Fra Ishøj";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Rudersdal";"Fra Lyngby-Taarbæk";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Rudersdal";"Fra Rødovre";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Rudersdal";"Fra Vallensbæk";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Rudersdal";"Fra Allerød";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Rudersdal";"Fra Egedal";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Rudersdal";"Fra Fredensborg";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Rudersdal";"Fra Frederikssund";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Rudersdal";"Fra Furesø";1;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Rudersdal";"Fra Gribskov";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Rudersdal";"Fra Halsnæs";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Rudersdal";"Fra Helsingør";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Rudersdal";"Fra Hillerød";0;1;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Rudersdal";"Fra Hørsholm";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Rudersdal";"Fra Rudersdal";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Rudersdal";"Fra Bornholm";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Rudersdal";"Fra Christiansø";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Rudersdal";"Fra Greve";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Rudersdal";"Fra Køge";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Rudersdal";"Fra Lejre";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Rudersdal";"Fra Roskilde";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Rudersdal";"Fra Solrød";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Rudersdal";"Fra Faxe";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Rudersdal";"Fra Guldborgsund";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Rudersdal";"Fra Holbæk";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Rudersdal";"Fra Kalundborg";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Rudersdal";"Fra Lolland";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Rudersdal";"Fra Næstved";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Rudersdal";"Fra Odsherred";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Rudersdal";"Fra Ringsted";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Rudersdal";"Fra Slagelse";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Rudersdal";"Fra Sorø";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Rudersdal";"Fra Stevns";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Rudersdal";"Fra Vordingborg";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Rudersdal";"Fra Assens";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Rudersdal";"Fra Faaborg-Midtfyn";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Rudersdal";"Fra Kerteminde";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Rudersdal";"Fra Langeland";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Rudersdal";"Fra Middelfart";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Rudersdal";"Fra Nordfyns";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Rudersdal";"Fra Nyborg";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Rudersdal";"Fra Odense";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Rudersdal";"Fra Svendborg";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Rudersdal";"Fra Ærø";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Rudersdal";"Fra Billund";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Rudersdal";"Fra Esbjerg";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Rudersdal";"Fra Fanø";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Rudersdal";"Fra Fredericia";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Rudersdal";"Fra Haderslev";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Rudersdal";"Fra Kolding";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Rudersdal";"Fra Sønderborg";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Rudersdal";"Fra Tønder";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Rudersdal";"Fra Varde";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Rudersdal";"Fra Vejen";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Rudersdal";"Fra Vejle";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Rudersdal";"Fra Aabenraa";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Rudersdal";"Fra Favrskov";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Rudersdal";"Fra Hedensted";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Rudersdal";"Fra Horsens";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Rudersdal";"Fra Norddjurs";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Rudersdal";"Fra Odder";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Rudersdal";"Fra Randers";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Rudersdal";"Fra Samsø";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Rudersdal";"Fra Silkeborg";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Rudersdal";"Fra Skanderborg";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Rudersdal";"Fra Syddjurs";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Rudersdal";"Fra Aarhus";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Rudersdal";"Fra Herning";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Rudersdal";"Fra Holstebro";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Rudersdal";"Fra Ikast-Brande";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Rudersdal";"Fra Lemvig";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Rudersdal";"Fra Ringkøbing-Skjern";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Rudersdal";"Fra Skive";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Rudersdal";"Fra Struer";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Rudersdal";"Fra Viborg";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Rudersdal";"Fra Brønderslev";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Rudersdal";"Fra Frederikshavn";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Rudersdal";"Fra Hjørring";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Rudersdal";"Fra Jammerbugt";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Rudersdal";"Fra Læsø";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Rudersdal";"Fra Mariagerfjord";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Rudersdal";"Fra Morsø";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Rudersdal";"Fra Rebild";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Rudersdal";"Fra Thisted";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Rudersdal";"Fra Vesthimmerlands";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Rudersdal";"Fra Aalborg";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Bornholm";"Fra København";0;0;0;0;1;0;0;0;0;0
"Mænd";2024;"Til Bornholm";"Fra Frederiksberg";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Bornholm";"Fra Dragør";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Bornholm";"Fra Tårnby";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Bornholm";"Fra Albertslund";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Bornholm";"Fra Ballerup";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Bornholm";"Fra Brøndby";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Bornholm";"Fra Gentofte";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Bornholm";"Fra Gladsaxe";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Bornholm";"Fra Glostrup";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Bornholm";"Fra Herlev";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Bornholm";"Fra Hvidovre";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Bornholm";"Fra Høje-Taastrup";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Bornholm";"Fra Ishøj";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Bornholm";"Fra Lyngby-Taarbæk";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Bornholm";"Fra Rødovre";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Bornholm";"Fra Vallensbæk";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Bornholm";"Fra Allerød";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Bornholm";"Fra Egedal";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Bornholm";"Fra Fredensborg";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Bornholm";"Fra Frederikssund";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Bornholm";"Fra Furesø";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Bornholm";"Fra Gribskov";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Bornholm";"Fra Halsnæs";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Bornholm";"Fra Helsingør";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Bornholm";"Fra Hillerød";0;0;0;0;0;0;0;0;0;0
"Mænd";2024;"Til Bornholm";"Fra Hørsholm";0;0;0;0;0;0;0;0;0;0
